LIFE360 INC.,360,Software & Services
OCEAN GROWN ABALONE LIMITED,OGA,Food Beverage & Tobacco
OCEANAGOLD CORPORATION,OGC,Materials
OPTISCAN IMAGING LIMITED,OIL,Health Care Equipment & Services
OKAPI RESOURCES LIMITED,OKR,Materials
OKLO RESOURCES LIMITED,OKU,Materials
OPENLEARNING LIMITED,OLL,Software & Services
OM HOLDINGS LIMITED,OMH,Materials
OOH!MEDIA LIMITED,OML,Media & Entertainment
ONEVIEW HEALTHCARE PLC,ONE,Health Care Equipment & Services
1300 SMILES LIMITED,ONT,Health Care Equipment & Services
ORMINEX LTD,ONX,Materials
OPTICOMM LTD,OPC,Telecommunication Services
OPHIR HIGH CONVICTION FUND,OPH,Not Applic
OPYL LIMITED,OPL,Software & Services
OPTHEA LIMITED,OPT,Pharmaceuticals Biotechnology & Life Sciences
OPENPAY GROUP LTD,OPY,Diversified Financials
ORORA LIMITED,ORA,Materials
OROCOBRE LIMITED,ORE,Materials
ORIGIN ENERGY LIMITED,ORG,Energy
ORICA LIMITED,ORI,Materials
ORION MINERALS LTD,ORN,Materials
OIL SEARCH LIMITED,OSH,Energy
OSPREY MEDICAL INC,OSP,Health Care Equipment & Services
OSTEOPORE LIMITED,OSX,Health Care Equipment & Services
OVER THE WIRE HOLDINGS LIMITED,OTW,Software & Services
OVENTUS MEDICAL LIMITED,OVN,Health Care Equipment & Services
OZGROWTH LIMITED,OZG,Not Applic
OZ MINERALS LIMITED,OZL,Materials
PHARMAUST LIMITED,PAA,Pharmaceuticals Biotechnology & Life Sciences
PATRYS LIMITED,PAB,Pharmaceuticals Biotechnology & Life Sciences
PACIFIC CURRENT GROUP LIMITED,PAC,Diversified Financials
PM CAPITAL ASIAN OPPORTUNITIES FUND LIMITED,PAF,Not Applic
PLATINUM ASIA INVESTMENTS LIMITED,PAI,Not Applic
PACIFIC AMERICAN HOLDINGS LIMITED,PAK,Materials
PALLA PHARMA LIMITED,PAL,Pharmaceuticals Biotechnology & Life Sciences
PAN ASIA METALS LIMITED,PAM,Materials
PANORAMIC RESOURCES LIMITED,PAN,Materials
PARADIGM BIOPHARMACEUTICALS LIMITED..,PAR,Pharmaceuticals Biotechnology & Life Sciences
POINTSBET HOLDINGS LIMITED,PBH,Consumer Services
PROBIOTEC LIMITED,PBP,Pharmaceuticals Biotechnology & Life Sciences
PERPETUAL CREDIT INCOME TRUST,PCI,Not Applic
PAINCHEK LTD,PCK,Health Care Equipment & Services
PENDAL GROUP LIMITED,PDL,Diversified Financials
PALADIN ENERGY LTD,PDN,Energy
PENGANA PRIVATE EQUITY TRUST,PE1,Not Applic
PERPETUAL RESOURCES LIMITED,PEC,Materials
PEAK RESOURCES LIMITED,PEK,Materials
PENINSULA ENERGY LIMITED,PEN,Energy
PEEL MINING LIMITED,PEX,Materials
PRIME FINANCIAL GROUP LIMITED,PFG,Diversified Financials
PROPEL FUNERAL PARTNERS LIMITED,PFP,Consumer Services
PURE FOODS TASMANIA LIMITED,PFT,Food Beverage & Tobacco
PARAGON CARE LIMITED,PGC,Health Care Equipment & Services
PM CAPITAL GLOBAL OPPORTUNITIES FUND LIMITED,PGF,Not Applic
PARTNERS GROUP GLOBAL INCOME FUND,PGG,Not Applic
PACT GROUP HOLDINGS LTD,PGH,Materials
PANTERRA GOLD LIMITED,PGI,Materials
PROSPA GROUP LIMITED.,PGL,Diversified Financials
PLATINA RESOURCES LIMITED,PGM,Materials
PRIMERO GROUP LIMITED,PGX,Capital Goods
PENGANA INTERNATIONAL EQUITIES LIMITED,PIA,Not Applic
PERPETUAL EQUITY INVESTMENT COMPANY LIMITED,PIC,Not Applic
PROTEOMICS INTERNATIONAL LABORATORIES LTD,PIQ,Pharmaceuticals Biotechnology & Life Sciences
PARKD LTD,PKD,Commercial & Professional Services
PEAKO LIMITED,PKO,Energy
PKS HOLDINGS LIMITED,PKS,Health Care Equipment & Services
PIEDMONT LITHIUM LTD,PLL,Materials
PILBARA MINERALS LIMITED,PLS,Materials
PLENTI GROUP LIMITED,PLT,Diversified Financials
PURE MINERALS LIMITED,PM1,Materials
PENSANA RARE EARTHS PLC,PM8,Materials
PLATINUM CAPITAL LIMITED,PMC,Not Applic
PRO MEDICUS LIMITED,PME,Health Care Equipment & Services
PREMIER INVESTMENTS LIMITED,PMV,Retailing
PACIFICO MINERALS LIMITED,PMY,Materials
PIONEER CREDIT LIMITED,PNC,Diversified Financials
PINNACLE INVESTMENT MANAGEMENT GROUP LIMITED,PNI,Diversified Financials
PEPINNINI MINERALS LIMITED,PNN,Materials
PANTORO LIMITED,PNR,Materials
POLYNOVO LIMITED,PNV,Health Care Equipment & Services
PURIFLOH LIMITED,PO3,Utilities
PODIUM MINERALS LIMITED,POD,Materials
POSEIDON NICKEL LIMITED,POS,Materials
PROTEAN ENERGY LIMITED,POW,Capital Goods
PEET LIMITED,PPC,Real Estate
PEOPLE INFRASTRUCTURE LTD,PPE,Commercial & Professional Services
PRO-PAC PACKAGING LIMITED,PPG,Materials
PUSHPAY HOLDINGS LIMITED,PPH,Software & Services
PPK GROUP LIMITED,PPK,Capital Goods
PRAEMIUM LIMITED,PPS,Software & Services
PERPETUAL LIMITED,PPT,Diversified Financials
PAPYRUS AUSTRALIA LIMITED,PPY,Materials
PERENTI GLOBAL LIMITED,PRN,Materials
PROPHECY INTERNATIONAL HOLDINGS LIMITED,PRO,Software & Services
PRIME MEDIA GROUP LIMITED,PRT,Media & Entertainment
PERSEUS MINING LIMITED,PRU,Materials
PRODIGY GOLD NL,PRX,Materials
PSC INSURANCE GROUP LIMITED,PSI,Insurance
PACIFIC SMILES GROUP LIMITED,PSQ,Health Care Equipment & Services
PENTAL LIMITED,PTL,Household & Personal Products
PLATINUM ASSET MANAGEMENT LIMITED,PTM,Diversified Financials
PETRATHERM LTD,PTR,Materials
PRESCIENT THERAPEUTICS LIMITED,PTX,Pharmaceuticals Biotechnology & Life Sciences
PEAK MINERALS LIMITED,PUA,Materials
PURSUIT MINERALS LTD,PUR,Materials
PIVOTAL SYSTEMS CORPORATION,PVS,Semiconductors & Semiconductor Equipment
PRIMEWEST,PWG,Real Estate
PWR HOLDINGS LIMITED,PWH,Automobiles & Components
PARKWAY MINERALS NL,PWN,Materials
PHARMAXIS LTD,PXS,Pharmaceuticals Biotechnology & Life Sciences
POLARX LIMITED,PXX,Materials
PYC THERAPEUTICS LIMITED,PYC,Pharmaceuticals Biotechnology & Life Sciences
PAYGROUP LIMITED,PYG,Software & Services
QANTAS AIRWAYS LIMITED,QAN,Transportation
QBE INSURANCE GROUP LIMITED,QBE,Insurance
QEM LIMITED,QEM,Materials
QUICKFEE LIMITED,QFE,Diversified Financials
QUICKSTEP HOLDINGS LIMITED,QHL,Capital Goods
QANTM INTELLECTUAL PROPERTY LIMITED,QIP,Commercial & Professional Services
QUALITAS REAL ESTATE INCOME FUND,QRI,Not Applic
QUBE HOLDINGS LIMITED,QUB,Transportation
QV EQUITIES LIMITED,QVE,Not Applic
RACE ONCOLOGY LTD,RAC,Pharmaceuticals Biotechnology & Life Sciences
RANGE INTERNATIONAL LIMITED,RAN,Materials
REDBUBBLE LIMITED,RBL,Retailing
RECCE PHARMACEUTICALS LTD,RCE,Pharmaceuticals Biotechnology & Life Sciences
READCLOUD LIMITED,RCL,Software & Services
REDBANK COPPER LIMITED,RCP,Materials
REEF CASINO TRUST,RCT,Consumer Services
RIGHTCROWD LIMITED,RCW,Software & Services
REDCAPE HOTEL GROUP,RDC,Consumer Services
REDFLEX HOLDINGS LIMITED,RDF,Technology Hardware & Equipment
RESOURCE DEVELOPMENT GROUP LIMITED,RDG,Capital Goods
REDHILL EDUCATION LIMITED,RDH,Consumer Services
RED METAL LIMITED,RDM,Materials
RAIDEN RESOURCES LIMITED,RDN,Materials
REDSTONE RESOURCES LIMITED,RDS,Materials
READYTECH HOLDINGS LIMITED,RDY,Software & Services
REA GROUP LTD,REA,Media & Entertainment
RED 5 LIMITED,RED,Materials
RAREX LIMITED,REE,Materials
REGIS HEALTHCARE LIMITED,REG,Health Care Equipment & Services
REECE LIMITED,REH,Capital Goods
REGIONAL EXPRESS HOLDINGS LIMITED,REX,Transportation
REY RESOURCES LIMITED,REY,Energy
RESOURCES & ENERGY GROUP LIMITED,REZ,Materials
REGAL INVESTMENT FUND,RF1,Not Applic
RURAL FUNDS GROUP,RFF,Real Estate
RETAIL FOOD GROUP LIMITED,RFG,Consumer Services
RAFAELLA RESOURCES LTD.,RFR,Materials
RECTIFIER TECHNOLOGIES LTD,RFT,Capital Goods
REDFLOW LIMITED,RFX,Capital Goods
ROTO-GRO INTERNATIONAL LIMITED,RGI,Capital Goods
RIVERSGOLD LIMITED,RGL,Materials
REGENEUS LTD,RGS,Pharmaceuticals Biotechnology & Life Sciences
RAMSAY HEALTH CARE LIMITED,RHC,Health Care Equipment & Services
RHIPE LIMITED,RHP,Software & Services
RESONANCE HEALTH LIMITED,RHT,Health Care Equipment & Services
RIDLEY CORPORATION LIMITED,RIC,Food Beverage & Tobacco
RIEDEL RESOURCES LIMITED,RIE,Materials
RIMFIRE PACIFIC MINING NL,RIM,Materials
RIO TINTO LIMITED,RIO,Materials
RECKON LIMITED,RKN,Software & Services
REEDY LAGOON CORPORATION LIMITED,RLC,Materials
REAL ENERGY CORPORATION LIMITED,RLE,Energy
ROOLIFE GROUP LTD,RLG,Media & Entertainment
RENERGEN LIMITED,RLT,Energy
RESIMAC GROUP LTD,RMC,Banks
RESMED INC,RMD,Health Care Equipment & Services
RESOURCE MINING CORPORATION LIMITED,RMI,Materials
RESOLUTION MINERALS LTD,RML,Materials
RED EMPEROR RESOURCES NL,RMP,Energy
RAMELIUS RESOURCES LIMITED,RMS,Materials
RED MOUNTAIN MINING LIMITED,RMX,Materials
RMA GLOBAL LIMITED,RMY,Media & Entertainment
RAND MINING LIMITED,RND,Materials
RHINOMED LIMITED,RNO,Pharmaceuticals Biotechnology & Life Sciences
RENEGADE EXPLORATION LIMITED,RNX,Materials
ROOTS SUSTAINABLE AGRICULTURAL TECHNOLOGIES LTD,ROO,Capital Goods
REGIS RESOURCES LIMITED,RRL,Materials
RESOLUTE MINING LIMITED,RSG,Materials
RESPIRI LIMITED,RSH,Health Care Equipment & Services
RTG MINING INC.,RTG,Materials
RPMGLOBAL HOLDINGS LIMITED,RUL,Software & Services
RED RIVER RESOURCES LIMITED,RVR,Materials
REVASUM INC.,RVS,Semiconductors & Semiconductor Equipment
RELIANCE WORLDWIDE CORPORATION LIMITED,RWC,Capital Goods
REWARD MINERALS LTD,RWD,Materials
ROX RESOURCES LIMITED,RXL,Materials
REX MINERALS LIMITED,RXM,Materials
RXP SERVICES LIMITED,RXP,Software & Services
RYDER CAPITAL LIMITED,RYD,Not Applic
RAIZ INVEST LIMITED,RZI,Diversified Financials
S2 RESOURCES LTD,S2R,Materials
SOUTH32 LIMITED,S32,Materials
SARACEN MINERAL HOLDINGS LIMITED,SAR,Materials
SOUTHERN GOLD LIMITED,SAU,Materials
ST BARBARA LIMITED,SBM,Materials
SHEKEL BRAINWEIGH LTD,SBW,Software & Services
SCENTRE GROUP,SCG,Real Estate
SILVER CITY MINERALS LIMITED,SCI,Materials
SCHROLE GROUP LTD,SCL,Software & Services
SCORPION MINERALS LIMITED,SCN,Materials
SHOPPING CENTRES AUSTRALASIA PROPERTY GROUP,SCP,Real Estate
STEADFAST GROUP LIMITED,SDF,Insurance
SUNLAND GROUP LIMITED,SDG,Real Estate
SDI LIMITED,SDI,Health Care Equipment & Services
SCIDEV LTD,SDV,Materials
SENSERA LIMITED,SE1,Semiconductors & Semiconductor Equipment
SPHERIA EMERGING COMPANIES LIMITED,SEC,Not Applic
SPECIALITY METALS INTERNATIONAL LIMITED,SEI,Materials
SEEK LIMITED,SEK,Media & Entertainment
SENETAS CORPORATION LIMITED,SEN,Technology Hardware & Equipment
STRATEGIC ENERGY RESOURCES LIMITED,SER,Materials
SECOS GROUP LTD,SES,Materials
SCHAFFER CORPORATION LIMITED,SFC,Automobiles & Components
SEAFARMS GROUP LIMITED,SFG,Food Beverage & Tobacco
SANDFIRE RESOURCES LIMITED,SFR,Materials
SHEFFIELD RESOURCES LIMITED,SFX,Materials
SACGASCO LIMITED,SGC,Energy
SG FLEET GROUP LIMITED,SGF,Commercial & Professional Services
SLATER & GORDON LIMITED,SGH,Consumer Services
STEALTH GLOBAL HOLDINGS LTD,SGI,Capital Goods
RICEGROWERS LIMITED,SGLLV,Food Beverage & Tobacco
SIMS LIMITED,SGM,Materials
STOCKLAND,SGP,Real Estate
ST GEORGE MINING LIMITED,SGQ,Materials
THE STAR ENTERTAINMENT GROUP LIMITED,SGR,Consumer Services
STONEHORSE ENERGY LIMITED,SHE,Energy
SHREE MINERALS LIMITED,SHH,Materials
SHINE JUSTICE LTD,SHJ,Consumer Services
STONE RESOURCES AUSTRALIA LIMITED,SHK,Materials
SONIC HEALTHCARE LIMITED,SHL,Health Care Equipment & Services
SHRIRO HOLDINGS LIMITED,SHM,Consumer Durables & Apparel
SELECT HARVESTS LIMITED,SHV,Food Beverage & Tobacco
SIX SIGMA METALS LIMITED,SI6,Materials
SIGMA HEALTHCARE LIMITED,SIG,Health Care Equipment & Services
SMARTGROUP CORPORATION LTD,SIQ,Commercial & Professional Services
SIMBLE SOLUTIONS LIMITED,SIS,Software & Services
SIV CAPITAL LIMITED,SIV,Capital Goods
SKYCITY ENTERTAINMENT GROUP LIMITED,SKC,Consumer Services
SKYFII LTD,SKF,Software & Services
SPARK INFRASTRUCTURE GROUP,SKI,Utilities
SKIN ELEMENTS LIMITED,SKN,Household & Personal Products
SERKO LIMITED,SKO,Software & Services
SKY NETWORK TELEVISION LIMITED.,SKT,Media & Entertainment
SKY METALS LIMITED,SKY,Materials
SEALINK TRAVEL GROUP LIMITED,SLK,Consumer Services
SILVER LAKE RESOURCES LIMITED,SLR,Materials
SILEX SYSTEMS LIMITED,SLX,Semiconductors & Semiconductor Equipment
SULTAN RESOURCES LTD,SLZ,Materials
SYNLAIT MILK LIMITED,SM1,Food Beverage & Tobacco
SMARTPAY HOLDINGS LIMITED,SMP,Software & Services
STANMORE COAL LIMITED,SMR,Energy
SECURITY MATTERS LIMITED,SMX,Software & Services
SANDON CAPITAL INVESTMENTS LIMITED,SNC,Not Applic
SIREN GOLD LIMITED,SNG,Materials
SALT LAKE POTASH LIMITED,SO4,Materials
WASHINGTON H SOUL PATTINSON & COMPANY LIMITED,SOL,Energy
SOMNOMED LIMITED,SOM,Health Care Equipment & Services
SYNERTEC CORPORATION LIMITED,SOP,Commercial & Professional Services
STRATEGIC ELEMENTS LIMITED,SOR,Diversified Financials
SPECTUR LIMITED,SP3,Technology Hardware & Equipment
STARPHARMA HOLDINGS LIMITED,SPL,Pharmaceuticals Biotechnology & Life Sciences
SUPERIOR RESOURCES LIMITED,SPQ,Materials
SPLITIT PAYMENTS LTD,SPT,Software & Services
SAFEROADS HOLDINGS LIMITED,SRH,Transportation
SIPA RESOURCES LIMITED,SRI,Materials
SRJ TECHNOLOGIES GROUP PLC,SRJ,Energy
STRIKE RESOURCES LIMITED,SRK,Materials
SUREFIRE RESOURCES NL,SRN,Materials
SERVCORP LIMITED,SRV,Real Estate
STORY-I LIMITED,SRY,Retailing
SHAVER SHOP GROUP LIMITED,SSG,Retailing
SERVICE STREAM LIMITED,SSM,Capital Goods
SSR MINING INC.,SSR,Materials
SPIRIT TECHNOLOGY SOLUTIONS LTD,ST1,Telecommunication Services
STRANDLINE RESOURCES LIMITED,STA,Materials
STRAKER TRANSLATIONS LIMITED,STG,Media & Entertainment
SUNSTONE METALS LTD,STM,Materials
SATURN METALS LIMITED,STN,Materials
SANTOS LIMITED,STO,Energy
STRIKE ENERGY LIMITED,STX,Energy
SUDA PHARMACEUTICALS LTD,SUD,Pharmaceuticals Biotechnology & Life Sciences
SOUTHERN HEMISPHERE MINING LIMITED,SUH,Materials
SUPER RETAIL GROUP LIMITED,SUL,Retailing
SUNCORP GROUP LIMITED,SUN,Insurance
SUPERIOR LAKE RESOURCES LIMITED,SUP,Materials
SIMAVITA LIMITED,SVA,Health Care Equipment & Services
SCANDIVANADIUM LTD,SVD,Materials
SILVER MINES LIMITED,SVL,Materials
SOVEREIGN METALS LIMITED,SVM,Materials
SEVEN GROUP HOLDINGS LIMITED,SVW,Capital Goods
STAVELY MINERALS LIMITED,SVY,Materials
SWIFT MEDIA LIMITED,SW1,Media & Entertainment
SELFWEALTH LIMITED,SWF,Diversified Financials
SWICK MINING SERVICES LTD,SWK,Materials
SEVEN WEST MEDIA LIMITED,SWM,Media & Entertainment
SOUTHERN CROSS ELECTRICAL ENGINEERING LTD,SXE,Capital Goods
SOUTHERN CROSS MEDIA GROUP LIMITED,SXL,Media & Entertainment
SENEX ENERGY LIMITED,SXY,Energy
SAYONA MINING LIMITED,SYA,Materials
SYDNEY AIRPORT,SYD,Transportation
SYRAH RESOURCES LIMITED,SYR,Materials
SEZZLE INC.,SZL,Software & Services
TABCORP HOLDINGS LIMITED,TAH,Consumer Services
TANAMI GOLD NL,TAM,Materials
TAP OIL LIMITED,TAP,Energy
TARUGA MINERALS LIMITED,TAR,Materials
TASMAN RESOURCES LTD,TAS,Materials
TRANSURBAN GROUP,TCL,Transportation
TECHNICHE LIMITED.,TCN,Software & Services
TALI DIGITAL LIMITED,TD1,Health Care Equipment & Services
360 CAPITAL DIGITAL INFRASTRUCTURE FUND,TDI,Not Applic
3D OIL LIMITED,TDO,Energy
THORN GROUP LIMITED,TGA,Retailing
TRIBECA GLOBAL NATURAL RESOURCES LIMITED,TGF,Not Applic
TEMPLETON GLOBAL GROWTH FUND LIMITED,TGG,Not Applic
TERRAGEN HOLDINGS LIMITED,TGH,Materials
THETA GOLD MINES LIMITED,TGM,Materials
TUNGSTEN MINING NL,TGN,Materials
360 CAPITAL GROUP,TGP,Real Estate
TASSAL GROUP LIMITED,TGR,Food Beverage & Tobacco
THC GLOBAL GROUP LIMITED,THC,Pharmaceuticals Biotechnology & Life Sciences
THOR MINING PLC,THR,Materials
TIETTO MINERALS LIMITED,TIE,Materials
TNT MINES LIMITED,TIN,Materials
TEAMINVEST PRIVATE GROUP LIMITED,TIP,Diversified Financials
TRAKA RESOURCES LIMITED,TKL,Materials
TREK METALS LIMITED,TKM,Materials
TALGA RESOURCES LTD,TLG,Materials
TALISMAN MINING LIMITED,TLM,Materials
TELSTRA CORPORATION LIMITED.,TLS,Telecommunication Services
TILT RENEWABLES LIMITED.,TLT,Utilities
TELIX PHARMACEUTICALS LIMITED,TLX,Pharmaceuticals Biotechnology & Life Sciences
TRIGG MINING LTD.,TMG,Materials
TAMASKA OIL AND GAS LTD,TMK,Energy
TEMPUS RESOURCES LTD,TMR,Materials
TECHNOLOGY METALS AUSTRALIA LIMITED,TMT,Materials
TERRAIN MINERALS LIMITED,TMX,Materials
THOMSON RESOURCES LIMITED,TMZ,Materials
TECHNOLOGY ONE LIMITED,TNE,Software & Services
TNG LIMITED,TNG,Materials
THINK CHILDCARE GROUP,TNK,Consumer Services
TORIAN RESOURCES LIMITED,TNR,Materials
TESSERENT LIMITED,TNT,Software & Services
TINYBEANS GROUP LTD,TNY,Media & Entertainment
TORO ENERGY LIMITED,TOE,Energy
TRITON MINERALS LTD,TON,Materials
360 CAPITAL REIT,TOT,Diversified Financials
TEMPLE & WEBSTER GROUP LTD,TPW,Retailing
TANGA RESOURCES LIMITED,TRL,Materials
THE REJECT SHOP LIMITED,TRS,Retailing
TODD RIVER RESOURCES LIMITED,TRT,Materials
TROY RESOURCES LIMITED,TRY,Materials
TWENTY SEVEN CO. LIMITED,TSC,Energy
TESORO RESOURCES LIMITED,TSO,Materials
TOTAL BRAIN LIMITED,TTB,Health Care Equipment & Services
TRAFFIC TECHNOLOGIES LTD.,TTI,Transportation
TITAN MINERALS LIMITED,TTM,Materials
TITOMIC LIMITED,TTT,Materials
TUAS LIMITED,TUA,Telecommunication Services
TREASURY WINE ESTATES LIMITED,TWE,Food Beverage & Tobacco
TYMLEZ GROUP LIMITED,TYM,Software & Services
TYRO PAYMENTS LIMITED,TYR,Software & Services
TYRANNA RESOURCES LIMITED,TYX,Materials
UNIVERSAL BIOSENSORS INC.,UBI,Health Care Equipment & Services
URBANISE.COM LIMITED,UBN,Software & Services
USCOM LIMITED,UCM,Health Care Equipment & Services
UCW LIMITED,UCW,Consumer Services
UNITED MALT GROUP LIMITED,UMG,Food Beverage & Tobacco
UNITED NETWORKS LIMITED,UNL,Telecommunication Services
UNITED OVERSEAS AUSTRALIA LIMITED,UOS,Real Estate
UNIBAIL-RODAMCO-WESTFIELD,URW,Real Estate
ULTIMA UNITED LIMITED,UUL,Real Estate
UNITI GROUP LIMITED,UWL,Telecommunication Services
VANGO MINING LIMITED,VAN,Materials
VICINITY CENTRES,VCX,Real Estate
VIVA ENERGY GROUP LIMITED,VEA,Energy
VEEM LTD,VEE,Capital Goods
VINTAGE ENERGY LTD,VEN,Energy
VGI PARTNERS GLOBAL INVESTMENTS LIMITED,VG1,Not Applic
VGI PARTNERS ASIAN INVESTMENTS LIMITED,VG8,Not Applic
VGI PARTNERS LIMITED,VGI,Diversified Financials
VISTA GROUP INTERNATIONAL LIMITED.,VGL,Software & Services
VOLPARA HEALTH TECHNOLOGIES LIMITED,VHT,Health Care Equipment & Services
VIP GLOVES LTD,VIP,Health Care Equipment & Services
VIKING MINES LIMITED,VKA,Materials
VITA LIFE SCIENCES LIMITED..,VLS,Pharmaceuticals Biotechnology & Life Sciences
VENUS METALS CORPORATION LIMITED,VMC,Materials
VITAL METALS LIMITED,VML,Materials
VMOTO LIMITED,VMT,Automobiles & Components
VIMY RESOURCES LIMITED,VMY,Energy
VONEX LIMITED..,VN8,Telecommunication Services
VOCUS GROUP LIMITED,VOC,Telecommunication Services
VICTORY OFFICES LIMITED,VOL,Real Estate
VORTIV LIMITED,VOR,Software & Services
VECTION TECHNOLOGIES LTD,VR1,Software & Services
VOLT RESOURCES LIMITED,VRC,Materials
VILLAGE ROADSHOW LIMITED,VRL,Media & Entertainment
VERIS LIMITED,VRS,Commercial & Professional Services
VIRTUS HEALTH LIMITED,VRT,Health Care Equipment & Services
VRX SILICA LIMITED,VRX,Materials
VITA GROUP LIMITED,VTG,Retailing
VITALHARVEST FREEHOLD TRUST,VTH,Real Estate
VISIONEERING TECHNOLOGIES INC.,VTI,Health Care Equipment & Services
VIRGIN MONEY UK PLC,VUK,Banks
VIVA LEISURE LIMITED,VVA,Consumer Services
VENTUREX RESOURCES LIMITED,VXR,Materials
VYSARN LIMITED,VYS,Materials
WAM ACTIVE LIMITED,WAA,Not Applic
WEST AFRICAN RESOURCES LIMITED,WAF,Materials
WAM CAPITAL LIMITED,WAM,Not Applic
WAM RESEARCH LIMITED,WAX,Not Applic
WESTPAC BANKING CORPORATION,WBC,Banks
WEEBIT NANO LTD,WBT,Technology Hardware & Equipment
WHITE CLIFF MINERALS LIMITED,WCN,Materials
WEBJET LIMITED,WEB,Retailing
WHITE ENERGY COMPANY LIMITED,WEC,Energy
WESFARMERS LIMITED,WES,Retailing
WAM GLOBAL LIMITED,WGB,Not Applic
WAGNERS HOLDING COMPANY LIMITED,WGN,Materials
WARREGO ENERGY LIMITED,WGO,Energy
WESTGOLD RESOURCES LIMITED.,WGX,Materials
WHITEHAVEN COAL LIMITED,WHC,Energy
WHITEFIELD LIMITED,WHF,Not Applic
WHITEHAWK LIMITED,WHK,Retailing
WESTOZ INVESTMENT COMPANY LIMITED,WIC,Not Applic
WALKABOUT RESOURCES LTD,WKT,Materials
WAM LEADERS LIMITED,WLE,Not Applic
WAM ALTERNATIVE ASSETS LIMITED,WMA,Not Applic
WAM MICROCAP LIMITED,WMI,Not Applic
WOOMERA MINING LIMITED,WML,Materials
WINGARA AG LTD,WNR,Food Beverage & Tobacco
WIDE OPEN AGRICULTURE LTD,WOA,Food Beverage & Tobacco
WORLEY LIMITED,WOR,Energy
WOOLWORTHS GROUP LIMITED,WOW,Food & Staples Retailing
WOODSIDE PETROLEUM LTD,WPL,Energy
WAYPOINT REIT,WPR,Real Estate
WCM GLOBAL GROWTH LIMITED,WQG,Not Applic
WHITE ROCK MINERALS LIMITED,WRM,Materials
WESTERN AREAS LIMITED,WSA,Materials
WESTSTAR INDUSTRIAL LIMITED,WSI,Materials
WHISPIR LIMITED,WSP,Software & Services
WISETECH GLOBAL LIMITED,WTC,Software & Services
WISEWAY GROUP LIMITED,WWG,Transportation
WEST WITS MINING LIMITED,WWI,Materials
WISR LIMITED,WZR,Diversified Financials
XANADU MINES LTD,XAM,Materials
XREF LIMITED,XF1,Software & Services
XPLORE WEALTH LIMITED,XPL,Diversified Financials
XRF SCIENTIFIC LIMITED,XRF,Capital Goods
XERO LIMITED,XRO,Software & Services
XTD LTD,XTD,Media & Entertainment
XTEK LIMITED.,XTE,Capital Goods
YANCOAL AUSTRALIA LIMITED,YAL,Energy
YOWIE GROUP LTD,YOW,Food Beverage & Tobacco
YANDAL RESOURCES LIMITED,YRL,Materials
ZIP CO LIMITED.,Z1P,Diversified Financials
Z ENERGY LIMITED.,ZEL,Energy
ZIMPLATS HOLDINGS LIMITED,ZIM,Materials
ZELIRA THERAPEUTICS LIMITED,ZLD,Pharmaceuticals Biotechnology & Life Sciences
ZINC OF IRELAND NL,ZMI,Materials
ZENITH MINERALS LIMITED,ZNC,Materials
ZOONO GROUP LIMITED,ZNO,Materials
